,init_pos,zpeak_vel
0,13.421058551526778,2.170819907222618
1,6.821854156548548,8.903882419797313
2,6.613322117078084,10.363434647436447
3,8.39964324753786,8.413278096821472
4,6.954185527724617,79.97505968892969
5,7.385972858350634,62.16632916633055
6,7.187772481779239,49.73686211318714
7,5.600423369496438,36.10650630728096
8,5.076906675514904,21.530271625955674
9,4.969776009748424,22.442640547897398
10,6.403620738666832,35.21114218954065
11,9.2614192737386,7.679573748498993
12,7.9821166784365305,13.458977547312557
13,8.076271182363291,13.118090859313314
14,12.378318623423898,1.3814917123358523
15,6.615023970281856,51.635103449740015
16,14.03846153846154,-0.0
17,10.822562748607206,2.751549459507154
18,7.114581417435772,13.576941438605513
19,12.499498172772958,2.025920984060209
20,9.923832635674131,4.172884924346288
21,11.285084153537785,2.0946738985987348
22,9.813374244153138,3.8830968095682334
23,13.706113938536713,40.855688173259104
24,12.622686683172393,1.4542989160599171
25,11.951134800491197,1.8231519762222805
26,10.630794461606389,2.642604881660762
27,12.852833379543812,1.4449881848491193
28,9.612541296704908,6.020260831545161
29,11.52390638243769,50.56875931727212
