Time,Channel A,Channel H
(ms),(V),(V)

-93.80206678,1.66066400,4.86723200
-93.79206678,1.66066400,4.87242100
-93.78206678,1.65532300,4.87242100
-93.77206678,1.65532300,4.86723200
-93.76206678,1.66066400,4.86723200
-93.75206678,1.65791700,4.87791500
-93.74206678,1.65791700,4.86723200
-93.73206678,1.65791700,4.87791500
-93.72206678,1.65791700,4.87791500
-93.71206678,1.66066400,4.88340900
-93.70206678,1.65532300,4.87791500
-93.69206678,1.65532300,4.86723200
-93.68206678,1.65791700,4.87242100
-93.67206678,1.65791700,4.87242100
-93.66206678,1.65791700,4.87791500
-93.65206678,1.65532300,4.87791500
-93.64206678,1.65791700,4.87242100
-93.63206678,1.65791700,4.87242100
-93.62206678,1.65791700,4.87242100
-93.61206678,1.65532300,4.86723200
-93.60206678,1.65532300,4.88340900
-93.59206678,1.65532300,4.87242100
-93.58206678,1.65532300,4.87791500
-93.57206678,1.65532300,4.87791500
-93.56206678,1.65791700,4.87242100
-93.55206678,1.65532300,4.86723200
-93.54206678,1.65532300,4.88340900
-93.53206678,1.65791700,4.87791500
-93.52206679,1.65532300,4.87242100
-93.51206679,1.65532300,4.87242100
-93.50206679,1.65532300,4.87791500
-93.49206679,1.65791700,4.88340900
-93.48206679,1.65791700,4.87791500
-93.47206679,1.65532300,4.87791500
-93.46206679,1.65532300,4.87242100
-93.45206679,1.65791700,4.88340900
-93.44206679,1.65532300,4.87242100
-93.43206679,1.65791700,4.86723200
-93.42206679,1.65532300,4.86723200
-93.41206679,1.65791700,4.87791500
-93.40206679,1.65791700,4.87791500
-93.39206679,1.65791700,4.87791500
-93.38206679,1.65791700,4.87242100
-93.37206679,1.65532300,4.86723200
-93.36206679,1.65532300,4.86723200
-93.35206679,1.65791700,4.87242100
-93.34206679,1.65791700,4.87791500
-93.33206679,1.65791700,4.87791500
-93.32206679,1.65532300,4.87791500
-93.31206679,1.66066400,4.87242100
-93.30206679,1.65791700,4.86723200
-93.29206679,1.65791700,4.88340900
-93.28206679,1.65791700,4.87791500
-93.27206679,1.65791700,4.87242100
-93.26206679,1.65532300,4.88340900
-93.25206679,1.65791700,4.87242100
-93.24206679,1.65532300,4.87791500
-93.23206679,1.65791700,4.87242100
-93.22206679,1.65532300,4.88340900
-93.21206679,1.65791700,4.86723200
-93.20206679,1.65532300,4.87791500
-93.19206679,1.66066400,4.86723200
-93.18206679,1.65791700,4.86173800
-93.17206679,1.65532300,4.87791500
-93.16206679,1.65791700,4.88340900
-93.15206679,1.65532300,4.87791500
-93.14206679,1.65791700,4.87242100
-93.13206680,1.65532300,4.87791500
