,init_pos,peak_vel
0,8.08838940449945,1073.5796846668004
1,9.60770842154692,5.344812957731449
2,7.181522889401718,14.381256616413435
3,5.2081546336134465,1454.6881116491136
4,8.759753524098153,8.341808573107885
5,5.49564490729847,1413.8187661739967
6,5.83747767392909,1453.2674012140876
7,5.617446042426685,1415.8231390318551
8,5.224111009200264,1454.4303368145854
9,9.41254960248892,8.241412900830346
10,7.9598607716925915,10.500131495250242
11,8.065939064678014,12.43145155270503
12,13.291775619708899,1.5059261918385671
13,10.340046372985784,700.3002273064183
14,10.904942009466323,5.368953808999708
15,11.882915595627782,2.9959596231241328
16,7.408276214288353,13.053663291469006
17,13.463871173574017,1.492440238044902
18,11.656561855972004,4.78643260202053
19,13.04697294732473,1.6167005359039242
20,12.577099359880862,2.6770195541826327
21,8.48033090429119,994.5586259379476
22,8.582989613930167,8.097096347115222
23,8.729165044053413,8.672959795651053
24,9.473231447234962,8.375217779067482
