,init_pos,final_pos,peak_pos
0,10.54617576078979,0.03569572213292342,0.036564976250109085
1,7.518002895826569,0.013510643669185023,0.015321123886262672
2,9.3417866095455,0.10116577618267525,0.14078796165769955
3,8.163029090565697,0.043044273940927115,0.037521165756025446
4,9.018565983168264,0.10953499129137353,0.15427000004032224
5,8.549094255961636,0.13907255235990035,0.2010075539286994
6,7.864265393133761,0.19208940471687247,0.2317075863805003
7,11.482433996549771,0.030095859397638636,0.06258160563166966
8,9.880980829663205,0.08323132490882658,0.11776550033332492
9,10.423052431206774,0.06036904108649674,0.09613366102638508
10,13.259801416141965,0.017235684250012144,0.02458677422804673
11,8.785585852583235,0.1311864633123122,0.17835160033883754
12,13.633764730375564,0.014972212222082601,0.022400226399529655
13,13.021053222782832,0.0072481754735366655,0.024769257107744427
14,12.880913910971504,0.002670855737136816,0.029923914931175702
15,8.847100780089363,0.14223586942242916,0.1922730424244099
16,11.38800074414755,0.032220304924164764,0.06155549966175195
17,13.091146814075547,0.005545681466094934,0.03610083528313239
18,11.1252554373937,0.035546606081084585,0.06696969606325441
19,12.07361429988525,0.00794869216683177,0.046072870068620236
20,8.880708715042765,0.11262967352951404,0.16276058887682354
21,9.63067972225489,0.10884669230038942,0.14248501855567117
22,13.181615714859552,0.017100761017472467,0.0246354721012327
23,8.723365058182143,0.1437293647870935,0.18436670079260384
24,10.025758600943535,0.08239642867768748,0.11685287592417368
25,12.636752810466332,0.01455587228291927,0.039183556008007166
26,8.508897991953745,0.14392641524269287,0.19954347264753935
27,11.61194112463066,0.026806032417475766,0.0554621239126575
28,11.202902539828955,0.04526497027953343,0.06663323958131075
29,8.28364101000157,0.17869580241649427,0.22936491059230477
30,7.315752835295958,0.2174710780237837,0.21751749604695603
31,12.059388763544646,0.024021052036637524,0.04254739173126463
32,9.835955515166788,0.11579911911253772,0.11537843154296878
33,7.997126422142198,0.1910688591257146,0.2362867065690577
