,init_pos,peak_vel
0,8.0,0.10853540844801715
1,10.0,0.06311102786778366
2,12.0,0.028032995675641447
3,14.0,0.02464449777244437
4,8.0,0.12030399543979194
5,10.0,0.07385392335093728
6,12.0,0.03645810379263469
7,14.0,0.01739718279710702
8,8.0,0.0993857508971162
9,10.0,0.05258131306331097
10,12.0,0.03684919386059624
11,14.0,0.025890367677279327
