,init_pos,zpeak_vel
0,8.08838940449945,18.109341978913296
1,9.60770842154692,6.01912142594273
2,7.181522889401718,16.338299668476242
3,5.2081546336134465,44.61595989424026
4,8.759753524098153,11.911536579162322
5,5.49564490729847,39.74055547282753
6,5.83747767392909,73.67097415625966
7,5.617446042426685,32.31713357078322
8,5.224111009200264,24.86041277082028
9,9.41254960248892,10.796869882028783
10,7.9598607716925915,15.222781354835641
11,8.065939064678014,14.624836536172692
12,13.291775619708899,1.4981911841377273
13,10.340046372985784,58.44239693593433
14,10.904942009466323,6.937106169889053
15,11.882915595627782,1.7409183137534765
16,7.408276214288353,14.506608497733316
17,13.463871173574017,1.3811123852981886
18,11.656561855972004,2.8293837985611434
19,13.04697294732473,1.1176138071053714
20,12.577099359880862,1.8729926756802895
21,8.48033090429119,33.36128535940982
22,8.582989613930167,13.169940817646742
23,8.729165044053413,11.899068507279004
24,9.473231447234962,10.373768374289476
