,init_pos,peak_vel
0,13.421058551526778,3.2100229796508017
1,6.821854156548548,7.388980742043648
2,6.613322117078084,9.394622233152113
3,8.39964324753786,7.366665965525193
4,6.954185527724617,1171.9650385893547
5,7.385972858350634,1084.0423221193773
6,7.187772481779239,1105.251636424823
7,5.600423369496438,1397.391153561232
8,5.076906675514904,1363.5638422141267
9,4.969776009748424,1437.1954807044356
10,6.403620738666832,1225.8646805675614
11,9.2614192737386,7.972128307601911
12,7.9821166784365305,9.509687276768764
13,8.076271182363291,9.49072831624293
14,12.378318623423898,3.1292494199416794
15,6.615023970281856,1231.1445076815799
16,14.03846153846154,-0.0
17,10.822562748607206,4.24161693386944
18,7.114581417435772,11.58405946544255
19,12.499498172772958,3.1495106639158017
20,9.923832635674131,5.145763650105854
21,11.285084153537785,4.782416368710122
22,9.813374244153138,4.8568566170926175
23,13.706113938536713,54.197696075509874
24,12.622686683172393,3.117753944338366
25,11.951134800491197,3.357320549273289
26,10.630794461606389,4.573125335447705
27,12.852833379543812,2.893573303378599
28,9.612541296704908,6.532973157715326
29,11.52390638243769,414.5476620168074
