,init_pos,peak_vel
0,8.0,0.10362959027066468
1,10.0,0.05166107575258537
2,12.0,0.03201167826681938
3,14.0,0.019333037955888338
4,8.0,0.12081075854177219
5,10.0,0.06159381774387408
6,12.0,0.03276404022030016
7,14.0,0.018342167492592185
8,8.0,0.10635177540374721
9,10.0,0.05569894170662318
10,12.0,0.033686897144420275
11,14.0,0.020145146356078798
